State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Pct of Votes
Andhra Pradesh,V.Madugula,5,TADI VEERA JAGADEESWARI,Pyramid Party of India,188,0,188,0.13
Andhra Pradesh,V.Madugula,6,BANDARU VENKATARAMANA,Jana Jagruti Party,178,0,178,0.12
Andhra Pradesh,V.Madugula,7,BARLA KRISHNA,Praja Party,235,0,235,0.16
Andhra Pradesh,V.Madugula,8,SANYASINAIDU GAVIREDDY,Janasena Party,3480,0,3480,2.39
Andhra Pradesh,V.Madugula,9,ALLU BHANUMATHI,Independent,494,0,494,0.34
Andhra Pradesh,Visakhapatnam South,10,DURGA PRASAD.GUNTU,Independent,213,0,213,0.17
Andhra Pradesh,Visakhapatnam South,11,GOURI SANKAR DAS JOSYULA,Independent,119,0,119,0.1
Andhra Pradesh,Visakhapatnam South,12,VENKATA SIVA PRASAD THOLANA,Independent,94,0,94,0.08
Andhra Pradesh,Visakhapatnam South,13,J.BIPIN KUMAR JAIN,Independent,132,0,132,0.11
Andhra Pradesh,Visakhapatnam South,14,VENKATESWARA RAO DURGASI,Independent,178,0,178,0.14
Andhra Pradesh,Visakhapatnam South,15,NOTA,None of the Above,1207,0,1207,0.96
Andhra Pradesh,Chodavaram,1,KARANAM DHARMASRI,Yuvajana Sramika Rythu Congress Party,93456,0,93456,53.86
Andhra Pradesh,Chodavaram,2,KALIDINDI SURYA NAGA SANYASI RAJU,Telugu Desam,66210,0,66210,38.16
Andhra Pradesh,Chodavaram,3,GUNURU VENKATA RAO,Indian National Congress,1182,0,1182,0.68
Andhra Pradesh,Chodavaram,4,MOLLI VENKATA RAMANA,Bharatiya Janata Party,598,0,598,0.34
Andhra Pradesh,Chodavaram,5,GOLUKONDA SRINIVASARAO,Jana Jagruti Party,248,0,248,0.14
Andhra Pradesh,Chodavaram,6,PADAVALA CHAKRAVARTHY,India Praja Bandhu Party,315,0,315,0.18
Andhra Pradesh,Chodavaram,7,P.V.S.N.RAJU,Janasena Party,5246,0,5246,3.02
Andhra Pradesh,Chodavaram,8,RAMACHANDRA RAO VANKAYALA,Independent,291,0,291,0.17
Andhra Pradesh,Chodavaram,9,VENKATA APPALARAJU GANAPATHIRAJU,Independent,928,0,928,0.53
Andhra Pradesh,V.Madugula,10,CHALLA YERRU NAIDU,Independent,270,0,270,0.19
Andhra Pradesh,V.Madugula,11,MATALA ARI NAIDU,Independent,914,0,914,0.63
Andhra Pradesh,V.Madugula,12,NOTA,None of the Above,4387,0,4387,3.01
Andhra Pradesh,Araku valley,1,ADAPA BONJU NAIDU,Bharatiya Janata Party,4676,0,4676,3.15
Andhra Pradesh,Araku valley,2,KIDARI. SRAVAN KUMAR,Telugu Desam,18168,0,18168,12.23
Andhra Pradesh,Araku valley,3,CHETTI. PALGUNA,Yuvajana Sramika Rythu Congress Party,49815,0,49815,33.55
Andhra Pradesh,Araku valley,4,PACHIPENTA SANTHA KUMARI,Indian National Congress,2441,0,2441,1.64
Andhra Pradesh,Araku valley,5,SURENDRA KILLO,Communist Party of India  (Marxist),10231,0,10231,6.89
Andhra Pradesh,Araku valley,6,DEVIKA PADI,Jana Jagruti Party,1452,0,1452,0.98
Andhra Pradesh,Araku valley,7,RAJENDRA PRASAD BUKKA,Independent,1936,0,1936,1.3
Andhra Pradesh,Araku valley,8,DONNU DORA SIYYARI,Independent,25857,0,25857,17.41
Andhra Pradesh,Chodavaram,10,NOTA,None of the Above,5033,0,5033,2.9
Andhra Pradesh,Paderu,1,ESWARI. GIDDI,Telugu Desam,27444,0,27444,20.24
Andhra Pradesh,Paderu,2,GANDHI LOKULA,Bharatiya Janata Party,4504,0,4504,3.32
Andhra Pradesh,Paderu,3,BHAGYA LAKSHMI KOTTAGULLI,Yuvajana Sramika Rythu Congress Party,68374,0,68374,50.42
Andhra Pradesh,Paderu,4,VANTHALA SUBBARAO,Indian National Congress,4672,0,4672,3.45
Andhra Pradesh,Paderu,5,GADUGU BALAYYA DORA,Jana Jagruti Party,809,0,809,0.6
Andhra Pradesh,Paderu,6,JOSEPH. KINTUKURI,India Praja Bandhu Party,641,0,641,0.47
Andhra Pradesh,Paderu,7,BALARAJU PASUPULETI,Janasena Party,5722,0,5722,4.22
Andhra Pradesh,Paderu,8,KANNA BABU KOKKULA,Independent,774,0,774,0.57
Andhra Pradesh,Paderu,9,KUDA KRISHNARAO,Independent,8428,0,8428,6.22
Andhra Pradesh,Araku valley,9,P. RAJA RAO,Independent,10454,0,10454,7.04
Andhra Pradesh,Araku valley,10,VENGADA ANIL KUMAR MAJJI,Independent,4167,0,4167,2.81
Andhra Pradesh,Araku valley,11,SURYA NARAYANA JARSINGI,Independent,9562,0,9562,6.44
Andhra Pradesh,Araku valley,12,NOTA,None of the Above,9738,0,9738,6.56
Andhra Pradesh,Paderu,10,Dadiya. Satyanarayana,Independent,1047,0,1047,0.77
Andhra Pradesh,Paderu,11,DONDA LAKSHMI VENKATA RAM PRASAD.,Independent,1312,0,1312,0.97
Andhra Pradesh,Paderu,12,BUSARI. KRISHNA KUMARI,Independent,1042,0,1042,0.77
Andhra Pradesh,Paderu,13,Boina Satyanarayana,Independent,1689,0,1689,1.25
Andhra Pradesh,Paderu,14,Mudili Lakshmayya,Independent,1584,0,1584,1.17
Andhra Pradesh,Paderu,15,NOTA,None of the Above,7556,0,7556,5.57
Andhra Pradesh,ELAMANCHILI,1,KUNDRAPU APPARAO,Indian National Congress,2147,0,2147,1.78
Andhra Pradesh,ELAMANCHILI,2,UPPALAPATI VENKATA RAMANAMURTHY RAJU,Yuvajana Sramika Rythu Congress Party,51385,0,51385,42.49
Andhra Pradesh,ELAMANCHILI,3,PANCHAKARLA RAMESH BABU,Telugu Desam,47896,0,47896,39.61
Andhra Pradesh,ELAMANCHILI,4,MYLAPALLI RAJARAO,Bharatiya Janata Party,545,0,545,0.45
Andhra Pradesh,ELAMANCHILI,5,KOLAGANI NAGESWARARAO,Shivsena,282,0,282,0.23
Andhra Pradesh,ELAMANCHILI,6,LAMBA SRINIVASARAO,Republican Party of India,159,0,159,0.13
Andhra Pradesh,ELAMANCHILI,7,SUNDARAPU VIJAY KUMAR,Janasena Party,15318,0,15318,12.67
Andhra Pradesh,ELAMANCHILI,8,ESWARAPU ASHOK,Independent,156,0,156,0.13
Andhra Pradesh,Pendurthi,1,ANNAMREDDY ADEEP RAJ,Yuvajana Sramika Rythu Congress Party,96002,0,96002,49.56
Andhra Pradesh,Pendurthi,2,ADARI RAMESH,Indian National Congress,1779,0,1779,0.92
Andhra Pradesh,Pendurthi,3,Dr KASAPU.V.V.V.SATYANARAYANA,Bharatiya Janata Party,2117,0,2117,1.09
Andhra Pradesh,Pendurthi,4,BANDARU SATYANARAYANA MURTHY,Telugu Desam,69092,0,69092,35.67
Andhra Pradesh,Pendurthi,5,CHINTALAPUDI VENKATA RAMAIAH,Janasena Party,18934,0,18934,9.78
Andhra Pradesh,Pendurthi,6,DITTAKAVI.SWATHI,Jana Jagruti Party,295,0,295,0.15
Andhra Pradesh,Pendurthi,7,NAGESHWARA RAO PEELA,Pyramid Party of India,246,0,246,0.13
Andhra Pradesh,Pendurthi,8,KUCHU APPARAO,Independent,170,0,170,0.09
Andhra Pradesh,Prathipadu,1,Ummidi Venkatrao,Indian National Congress,3354,0,3354,2.05
Andhra Pradesh,Prathipadu,2,Chilukuri Ram Kumar,Bharatiya Janata Party,1193,0,1193,0.73
Andhra Pradesh,Prathipadu,3,Varupula Raja,Telugu Desam,71908,0,71908,43.92
Andhra Pradesh,Prathipadu,4,Sri Purnachandra Prasad Parvatha,Yuvajana Sramika Rythu Congress Party,76574,0,76574,46.77
Andhra Pradesh,Prathipadu,5,Dadisetty Veerababu,Mundadugu Praja Party,529,0,529,0.32
Andhra Pradesh,Prathipadu,6,Parvatha Prasad,Praja Shanthi Party,274,0,274,0.17
Andhra Pradesh,Prathipadu,7,Manukonda Latchababu,Communist Party of India  (Marxist-Leninist)  (Liberation),567,0,567,0.35
Andhra Pradesh,Prathipadu,8,Varupula Tammayyababu,Janasena Party,6907,0,6907,4.22
Andhra Pradesh,Prathipadu,9,B. V. V. Satyanarayana Gorla,Independent,335,0,335,0.2
Andhra Pradesh,Anakapalli,1,Apparao Ponnaganti,Bharatiya Janata Party,2311,0,2311,1.56
Andhra Pradesh,Anakapalli,2,A V S S Amarnath Gudivada,Yuvajana Sramika Rythu Congress Party,68244,0,68244,46
Andhra Pradesh,Anakapalli,3,Rama Gangadhara Rao Illa,Indian National Congress,1645,0,1645,1.11
Andhra Pradesh,Anakapalli,4,Peela Govinda Satyanarayana,Telugu Desam,60859,0,60859,41.02
Andhra Pradesh,Anakapalli,5,Dommesi Apparao,Republican Party of India (Khobragade),333,0,333,0.22
Andhra Pradesh,Anakapalli,6,Nagaboina Nageswara Rao,Jana Jagruti Party,159,0,159,0.11
Andhra Pradesh,Anakapalli,7,VENKAYYA BHASKARA RAO PARUCHURI,Janasena Party,10836,0,10836,7.3
Andhra Pradesh,Anakapalli,8,Chandramouli Savithri Naga Varalakshmi,Pyramid Party of India,201,0,201,0.14
Andhra Pradesh,Anakapalli,9,Konathala Seetaram,Independent,625,0,625,0.42
Andhra Pradesh,Tuni,1,ESWARARAO VELAGA,Bharatiya Janata Party,2825,0,2825,1.64
Andhra Pradesh,Tuni,2,DADISETTI RAJA,Yuvajana Sramika Rythu Congress Party,89961,0,89961,52.26
Andhra Pradesh,Tuni,3,DOCTOR PANDURANGARAO,Indian National Congress,1891,0,1891,1.1
Andhra Pradesh,Tuni,4,YANAMALA KRISHNUDU,Telugu Desam,66106,0,66106,38.41
Andhra Pradesh,Tuni,5,APPANNA GEDDAM,Mundadugu Praja Party,422,0,422,0.25
Andhra Pradesh,Tuni,6,ASAPU VENKATA NAGA SURYA SATYA PRASAD,Pyramid Party of India,135,0,135,0.08
Andhra Pradesh,Tuni,7,UDAYA BHASKARARAO MADIKI,Praja Shanthi Party,262,0,262,0.15
Andhra Pradesh,Tuni,8,KUTTUMU JANARDHAN,Communist Party of India  (Marxist-Leninist)  (Liberation),361,0,361,0.21
Andhra Pradesh,ELAMANCHILI,9,PRAGADA ANNAPURNA,Independent,224,0,224,0.19
Andhra Pradesh,ELAMANCHILI,10,BOJA NAGESWARA RAO,Independent,176,0,176,0.15
Andhra Pradesh,ELAMANCHILI,11,RAVI DEMULLU,Independent,248,0,248,0.21
Andhra Pradesh,ELAMANCHILI,12,VEERA BALAJI SATYA PRASAD VEESAM,Independent,431,0,431,0.36
Andhra Pradesh,ELAMANCHILI,13,NOTA,None of the Above,1967,0,1967,1.63
Andhra Pradesh,Pendurthi,9,TATIPUDI SREERAMULU,Independent,660,0,660,0.34
Andhra Pradesh,Pendurthi,10,MOLLETI ESWARA RAO,Independent,412,0,412,0.21
Andhra Pradesh,Pendurthi,11,SK SAFI VULLA,Independent,376,0,376,0.19
Andhra Pradesh,Pendurthi,12,NOTA,None of the Above,3613,0,3613,1.87
Andhra Pradesh,Prathipadu,10,NOTA,None of the Above,2073,0,2073,1.27
Andhra Pradesh,Anakapalli,10,Takasi Surya Pdhma,Independent,220,0,220,0.15
Andhra Pradesh,Anakapalli,11,Pentakota Ramarao,Independent,218,0,218,0.15
Andhra Pradesh,Anakapalli,12,Kondayya Venkatesh,Independent,319,0,319,0.22
Andhra Pradesh,Anakapalli,13,NOTA,None of the Above,2399,0,2399,1.62
Andhra Pradesh,Narsipatnam,1,AYYANNA PATRUDU CHINTAKAYALA,Telugu Desam,49345,0,49345,39.91
Andhra Pradesh,Narsipatnam,2,UMA SANKARA GANESH PETLA,Yuvajana Sramika Rythu Congress Party,66883,0,66883,54.1
Andhra Pradesh,Narsipatnam,3,GADE SRINIVASARAO,Bharatiya Janata Party,1045,0,1045,0.85
Andhra Pradesh,Narsipatnam,4,MEESALA SUBBANNA,Indian National Congress,656,0,656,0.53
Andhra Pradesh,Narsipatnam,5,BAYYAPUREDDY SURESH,Jana Jagruti Party,311,0,311,0.25
Andhra Pradesh,Narsipatnam,6,APPALANAIDU ALLU,Independent,242,0,242,0.2
Andhra Pradesh,Narsipatnam,7,TAVVA CHIRANJEEVI RAO,Independent,328,0,328,0.27
Andhra Pradesh,Tuni,9,KRISHNAVENI BURA,Republican Party of India (Khobragade),158,0,158,0.09
Andhra Pradesh,Tuni,10,TAMARANA APPARAO,Jana Jagruti Party,151,0,151,0.09
Andhra Pradesh,Tuni,11,MUNASA SATHIBABU,India Praja Bandhu Party,245,0,245,0.14
Andhra Pradesh,Tuni,12,VENKATA KRISHNAMRAJU SRI RAJA VATSAVAYI (ASHOKBABU),Janasena Party,6269,0,6269,3.64
Andhra Pradesh,Tuni,13,SAKA RADHAKRISHNA,Dalita Bahujana Party,321,0,321,0.19
Andhra Pradesh,Tuni,14,ANKAREDDI RAJASESHU,Independent,197,0,197,0.11
Andhra Pradesh,Tuni,15,YADALA RAMAKRISHNA,Independent,307,0,307,0.18
Andhra Pradesh,Tuni,16,NOTA,None of the Above,2514,0,2514,1.46
Andhra Pradesh,PAYAKARAOPETA,1,KAKARA NOOKA RAJU,Bharatiya Janata Party,2517,30,2547,1.58
Andhra Pradesh,PAYAKARAOPETA,2,GOLLA BABURAO,Yuvajana Sramika Rythu Congress Party,80974,577,81551,50.65
Andhra Pradesh,PAYAKARAOPETA,3,TALLURI VIJAY KUMAR,Indian National Congress,1981,7,1988,1.23
Andhra Pradesh,PAYAKARAOPETA,4,B. BANGARAIAH,Telugu Desam,54582,202,54784,34.03
Andhra Pradesh,PAYAKARAOPETA,5,NAKKA RAJA BABU,Janasena Party,13311,77,13388,8.32
Andhra Pradesh,PAYAKARAOPETA,6,MORTHA SIMHACHALAM,Jana Jagruti Party,405,1,406,0.25
Andhra Pradesh,PAYAKARAOPETA,7,VADLAMURI KRISHNA SWAROOP,Dalita Bahujana Party,1061,0,1061,0.66
Andhra Pradesh,PAYAKARAOPETA,8,TALUPULU CHEVVETI,Independent,437,0,437,0.27
Andhra Pradesh,PAYAKARAOPETA,9,SURIBABU JAKKALA,Independent,513,1,514,0.32
Andhra Pradesh,Narsipatnam,8,R. V. SURYA CHANDRA,Independent,609,0,609,0.49
Andhra Pradesh,Narsipatnam,9,NOTA,None of the Above,4209,0,4209,3.4
Andhra Pradesh,PAYAKARAOPETA,10,NOTA,None of the Above,4313,4,4317,2.68
Andhra Pradesh,Peddapuram,1,Thota Saraswathi Ane Vani,Yuvajana Sramika Rythu Congress Party,62929,437,63366,38.89
Andhra Pradesh,Peddapuram,2,Dora Babu Tummala,Indian National Congress,1667,1,1668,1.02
Andhra Pradesh,Peddapuram,3,Nimmakayala China Rajappa,Telugu Desam,67133,260,67393,41.36
Andhra Pradesh,Peddapuram,4,Yarlagadda Ramkumar,Bharatiya Janata Party,841,8,849,0.52
Andhra Pradesh,Peddapuram,5,Ammanna Vetukuri,Pyramid Party of India,238,0,238,0.15
Andhra Pradesh,Peddapuram,6,Gorakapudi Chinnayya Dora,Jai Bharat National Party,552,2,554,0.34
Andhra Pradesh,Peddapuram,7,Tummala Ramaswamy (Babu),Janasena Party,25689,127,25816,15.85
Andhra Pradesh,Pithapuram,1,Dorababu Pendem,Yuvajana Sramika Rythu Congress Party,81619,0,81619,44.78
Andhra Pradesh,Pithapuram,2,Billakurthi Rameswara Reddy,Bharatiya Janata Party,1000,0,1000,0.55
Andhra Pradesh,Pithapuram,3,Medidi Venkata Srinivasa Rao,Indian National Congress,1125,0,1125,0.62
Andhra Pradesh,Pithapuram,4,S.V.S.N. VARMA,Telugu Desam,66603,0,66603,36.55
Andhra Pradesh,Pithapuram,5,Pilla Chandram,Communist Party of India  (Marxist-Leninist)  (Liberation),545,0,545,0.3
Andhra Pradesh,Pithapuram,6,Madduri Veerababu,Pyramid Party of India,253,0,253,0.14
Andhra Pradesh,Pithapuram,7,Makineedi Seshu Kumari,Janasena Party,27427,0,27427,15.05
Andhra Pradesh,Pithapuram,8,Raparthi Venkata Ramana,Jana Jagruti Party,323,0,323,0.18
Andhra Pradesh,Pithapuram,9,Eeti Jagadeesh,Independent,201,0,201,0.11
Andhra Pradesh,Kakinada Rural,1,Ananthlakshmi Pilli,Telugu Desam,43983,0,43983,36.11
Andhra Pradesh,Kakinada Rural,2,Kavikondala Bhima Sekhar,Bharatiya Janata Party,903,0,903,0.74
Andhra Pradesh,Kakinada Rural,3,Kurasala Kannababu,Yuvajana Sramika Rythu Congress Party,48990,0,48990,40.22
Andhra Pradesh,Kakinada Rural,4,Nurukurthi Venkateswara Rao,Indian National Congress,1214,0,1214,1
Andhra Pradesh,Kakinada Rural,5,Yenugupalli Krishna,Independent,86,0,86,0.07
Andhra Pradesh,Kakinada Rural,6,Konki Raviteja,Jana Jagruti Party,77,0,77,0.06
Andhra Pradesh,Kakinada Rural,7,Jaggarapu Mallikharjuna,Independent,108,0,108,0.09
Andhra Pradesh,Kakinada Rural,8,Pantam Venkateswara Rao (Nanaji),Janasena Party,24742,0,24742,20.31
Andhra Pradesh,Peddapuram,8,Divili Satish,Mundadugu Praja Party,350,0,350,0.21
Andhra Pradesh,Peddapuram,9,K. Ramanamma,Jana Jagruti Party,350,2,352,0.22
Andhra Pradesh,Peddapuram,10,Joka Vijay Kumar,Independent,270,0,270,0.17
Andhra Pradesh,Peddapuram,11,NOTA,None of the Above,2067,5,2072,1.27
Andhra Pradesh,Pithapuram,10,Venkatadri @ Surathu Venkatadri (Barateeyudu),Independent,871,0,871,0.48
Andhra Pradesh,Pithapuram,11,NOTA,None of the Above,2281,0,2281,1.25
Andhra Pradesh,Kakinada Rural,9,Bonda Vekata Ramana,Pyramid Party of India,78,0,78,0.06
Andhra Pradesh,Kakinada Rural,10,Sirangu Bhudevi,Praja Shanthi Party,104,0,104,0.09
Andhra Pradesh,Kakinada Rural,11,CHAGANTI SURYANARYANA MURTY,Independent,82,0,82,0.07
Andhra Pradesh,Kakinada Rural,12,Peyyala Durga Prasad,Independent,59,0,59,0.05
Andhra Pradesh,Kakinada Rural,13,Marella Satyanarayana,Independent,74,0,74,0.06
Andhra Pradesh,Kakinada Rural,14,Muduki Peddiraju,Independent,96,0,96,0.08
Andhra Pradesh,Kakinada Rural,15,Muralasetty Sunil Kumar,Independent,148,0,148,0.12
Andhra Pradesh,Kakinada Rural,16,NOTA,None of the Above,1058,0,1058,0.87
Andhra Pradesh,Anaparthy,1,NALLAMILLI RAMAKRISHNA REDDY,Telugu Desam,55633,0,55633,30.35
Andhra Pradesh,Anaparthy,2,MEDAPATI HARINARAYANAREDDY,Bharatiya Janata Party,615,0,615,0.34
Andhra Pradesh,Anaparthy,3,DR II Y.A.VADAYAR,Indian National Congress,1106,0,1106,0.6
Andhra Pradesh,Anaparthy,4,DOCTOR. SATHI SURYANARAYANA REDDY,Yuvajana Sramika Rythu Congress Party,109484,0,109484,59.73
Andhra Pradesh,Anaparthy,5,AMARAVATHI PUTHINEEDI,Jana Jagruti Party,606,0,606,0.33
Andhra Pradesh,Anaparthy,6,NARAYANAMMA BATHINA,Pyramid Party of India,266,0,266,0.15
Andhra Pradesh,Anaparthy,7,RELANGI NAGESWARA RAO,Janasena Party,12713,0,12713,6.94
Andhra Pradesh,Anaparthy,8,CHELLE VEERRAJU,Independent,169,0,169,0.09
Andhra Pradesh,Anaparthy,9,CHELLE SRINU,Independent,195,0,195,0.11
Andhra Pradesh,Anaparthy,10,PADALA KRISHNAREDDY,Independent,165,0,165,0.09
Andhra Pradesh,Anaparthy,11,SATHI DEVADANA REDDY,Independent,249,0,249,0.14
Andhra Pradesh,Anaparthy,12,NOTA,None of the Above,2090,0,2090,1.14
Andhra Pradesh,Ramachandrapuram,1,ISUKAPATLA SATHISH KUMAR,Indian National Congress,796,0,796,0.52
Andhra Pradesh,Ramachandrapuram,2,CHELLUBOYINA SRINIVASA VENUGOPALAKRISHNA,Yuvajana Sramika Rythu Congress Party,67673,0,67673,44.55
Andhra Pradesh,Ramachandrapuram,3,THOTA TRIMURTHULU,Telugu Desam,63147,0,63147,41.57
Andhra Pradesh,Ramachandrapuram,4,DUDALA SANKARANARAYANAMURTHY,Bharatiya Janata Party,709,0,709,0.47
Andhra Pradesh,Ramachandrapuram,5,KADA VEERA VENKATA RAMANA,Jana Jagruti Party,134,0,134,0.09
Andhra Pradesh,Ramachandrapuram,6,PICHIKA HEMAMBARADHARARAO,Pyramid Party of India,105,0,105,0.07
Andhra Pradesh,Ramachandrapuram,7,PUVVALA LAKSHMI,Praja Shanthi Party,170,0,170,0.11
Andhra Pradesh,Ramachandrapuram,8,POLISETTI CHANDRA SEKHAR,Janasena Party,16732,0,16732,11.02
Andhra Pradesh,Kakinada City,1,KOLA VENKATA VARAPRASAD VARMA,Indian National Congress,3250,2,3252,1.9
Andhra Pradesh,Kakinada City,2,Dwarampudi Chandra Sekhara Reddy,Yuvajana Sramika Rythu Congress Party,73322,568,73890,43.06
Andhra Pradesh,Kakinada City,3,PEDDIREDDI RAVI KIRAN,Bharatiya Janata Party,1573,8,1581,0.92
Andhra Pradesh,Kakinada City,4,VANAMADI VENKATESWARA RAO @ KONDABABU,Telugu Desam,59606,173,59779,34.84
Andhra Pradesh,Kakinada City,5,INAKOTI KUMAR RAMJEE,All India Praja Party,238,0,238,0.14
Andhra Pradesh,Kakinada City,6,MOOTHA SASIDHER,Janasena Party,30096,92,30188,17.59
Andhra Pradesh,Kakinada City,7,VEERA GANESH SUDHA,Mundadugu Praja Party,116,0,116,0.07
Andhra Pradesh,Kakinada City,8,SOMAGANAPATHI,Pyramid Party of India,128,1,129,0.08
Andhra Pradesh,Ramachandrapuram,9,CHANDRASEKHAR MADIKI,Independent,423,0,423,0.28
Andhra Pradesh,Ramachandrapuram,10,TRIMURTULU BANDI,Independent,124,0,124,0.08
Andhra Pradesh,Ramachandrapuram,11,BABUJI SRI GUTHULA JHAI SRI SURYENDRANAD,Independent,212,0,212,0.14
Andhra Pradesh,Ramachandrapuram,12,BOMMOTHULA VENKATASRINIVASARAO,Independent,136,0,136,0.09
Andhra Pradesh,Ramachandrapuram,13,YARRAMSETTI RAMARAJU,Independent,213,0,213,0.14
Andhra Pradesh,Ramachandrapuram,14,NOTA,None of the Above,1314,0,1314,0.87
Andhra Pradesh,Mummidivaram,1,CHITTI BABU KARRI,Bharatiya Janata Party,1119,0,1119,0.59
Andhra Pradesh,Mummidivaram,2,DATLA SUBBA RAJU (BUTCHI BABU),Telugu Desam,72477,0,72477,38.06
Andhra Pradesh,Mummidivaram,3,PONNADA VENKATA SATISH KUMAR,Yuvajana Sramika Rythu Congress Party,77802,0,77802,40.85
Andhra Pradesh,Mummidivaram,4,MOPURI SRINIVAS KIRAN,Indian National Congress,1359,0,1359,0.71
Andhra Pradesh,Mummidivaram,5,AADIMULAM VENKATESWARA RAO,Pyramid Party of India,196,0,196,0.1
Andhra Pradesh,Mummidivaram,6,PANTHAGADA VIJAYA CHAKRAVARTHY,Republican Party of India (Khobragade),272,0,272,0.14
Andhra Pradesh,Mummidivaram,7,PITHANI BALA KRISHNA,Janasena Party,32973,0,32973,17.31
Andhra Pradesh,Mummidivaram,8,MANIKANTA SWAMY KANDREGULA,India Praja Bandhu Party,376,0,376,0.2
Andhra Pradesh,Kakinada City,9,D.CHANDRA SEKHAR RAO,Independent,60,0,60,0.03
Andhra Pradesh,Kakinada City,10,THATIKONDA VIJAYAKUMAR,Independent,71,0,71,0.04
Andhra Pradesh,Kakinada City,11,MADIKI PRABHAKARA RAO,Independent,92,0,92,0.05
Andhra Pradesh,Kakinada City,12,MUSLEY HADDIN SHIRAJI MAHAMAD,Independent,129,0,129,0.08
Andhra Pradesh,Kakinada City,13,B N RAO,Independent,111,0,111,0.06
Andhra Pradesh,Kakinada City,14,M G RAO,Independent,104,0,104,0.06
Andhra Pradesh,Kakinada City,15,VADREVU SATISH KUMAR,Independent,209,1,210,0.12
Andhra Pradesh,Kakinada City,16,NOTA,None of the Above,1646,8,1654,0.96
Andhra Pradesh,Mummidivaram,9,CHEEKURUMELLI RAVIKUMAR,Independent,481,0,481,0.25
Andhra Pradesh,Mummidivaram,10,RAJ KUMAR BEERA,Independent,653,0,653,0.34
Andhra Pradesh,Mummidivaram,11,RAYUDU SRI RAMA CHANDRA MURTHY,Independent,443,0,443,0.23
Andhra Pradesh,Mummidivaram,12,NOTA,None of the Above,2295,0,2295,1.21
Andhra Pradesh,Amalapuram,1,AITHABATHULA ANANDARAO,Telugu Desam,45396,0,45396,27.49
Andhra Pradesh,Amalapuram,2,AITHABATHULA SUBHASHINI,Indian National Congress,1404,0,1404,0.85
Andhra Pradesh,Amalapuram,3,PEYYALA SYAMPRASAD,Bharatiya Janata Party,1138,0,1138,0.69
Andhra Pradesh,Amalapuram,4,VISWARUPU PINIPE,Yuvajana Sramika Rythu Congress Party,70185,0,70185,42.5
Andhra Pradesh,Amalapuram,5,BONTHU VENKATA RAMANA,Viduthalai Chiruthaigal Katchi,308,0,308,0.19
Andhra Pradesh,Amalapuram,6,YADALA DURGALAKSHMI,Pyramid Party of India,193,0,193,0.12
Andhra Pradesh,Amalapuram,7,SETTIBATHULA RAJABABU,Janasena Party,43864,0,43864,26.56
Andhra Pradesh,Amalapuram,8,KASI CHANDRAMOULI,Independent,323,0,323,0.2
Andhra Pradesh,Amalapuram,9,POTHUMUDI RAVIKUMAR,Independent,358,0,358,0.22
Andhra Pradesh,Amalapuram,10,NOTA,None of the Above,1963,0,1963,1.19
Andhra Pradesh,Gannavaram,1,KONDETI CHITTI BABU,Yuvajana Sramika Rythu Congress Party,66582,791,67373,43.13
Andhra Pradesh,Gannavaram,2,KOLLI SURYA RAO,Bharatiya Janata Party,1374,11,1385,0.89
Andhra Pradesh,Gannavaram,3,NELAPUDI STALIN BABU,Telugu Desam,45040,126,45166,28.91
Andhra Pradesh,Gannavaram,4,MULAPARTHI MOHANA RAO,Indian National Congress,1006,4,1010,0.65
Andhra Pradesh,Gannavaram,5,KHANDAVALLI SURENDRA,Pyramid Party of India,223,2,225,0.14
Andhra Pradesh,Gannavaram,6,PAMULA RAJESWARI DEVI,Janasena Party,36004,255,36259,23.21
Andhra Pradesh,Gannavaram,7,MADDELA VERA VENKATA SATYANARAYANA,India Praja Bandhu Party,344,0,344,0.22
Andhra Pradesh,Gannavaram,8,CHINNAM RAMESH BABU,Independent,1058,1,1059,0.68
Andhra Pradesh,Gannavaram,9,MAKEY DAVY PRASAD,Independent,483,0,483,0.31
Andhra Pradesh,Razole,1,KASI LAKSHMAN SWAMMY,Indian National Congress,801,0,801,0.55
Andhra Pradesh,Razole,2,GOLLAPALLI SURYA RAO,Telugu Desam,44690,0,44690,30.69
Andhra Pradesh,Razole,3,BATHULA LAKSHMI KUMARI,Bharatiya Janata Party,981,0,981,0.67
Andhra Pradesh,Razole,4,RAJESWARA RAO BONTHU,Yuvajana Sramika Rythu Congress Party,47573,0,47573,32.66
Andhra Pradesh,Razole,5,GOLLA BHARATHI,Nava Samaj Party,222,0,222,0.15
Andhra Pradesh,Razole,6,CHINTA DORABABU,Dalita Bahujana Party,439,0,439,0.3
Andhra Pradesh,Razole,7,BONTHU RAJESWARA RAO,Praja Shanthi Party,201,0,201,0.14
Andhra Pradesh,Razole,8,MATHA BHAVANI,Pyramid Party of India,271,0,271,0.19
Andhra Pradesh,Gannavaram,10,RAVI KUMAR BEERA,Independent,438,0,438,0.28
Andhra Pradesh,Gannavaram,11,NOTA,None of the Above,2468,2,2470,1.58
Andhra Pradesh,Razole,9,RAPAKA VARA PRASADA RAO,Janasena Party,48740,0,48740,33.47
Andhra Pradesh,Razole,10,POTHUMUDI ALIVELU MANGA TAYARU,Independent,337,0,337,0.23
Andhra Pradesh,Razole,11,NOTA,None of the Above,1386,0,1386,0.95
